"from","to","weight"
"All","Bevis",2
"All","Buckingham",4
"All","Cade",3
"All","Cardinal",2
"All","Clerk",2
"All","Clifford",2
"All","Dick",2
"All","Duchess",1
"All","First Petitioner",1
"All","Gloucester",2
"All","Holland",2
"All","Horner",1
"All","King Henry Vi",3
"All","Messenger",2
"All","Michael",1
"All","Peter",1
"All","Queen Margaret",2
"All","Salisbury",2
"All","Say",1
"All","Second Petitioner",1
"All","Sir Humphrey",1
"All","Smith",2
"All","Somerset",3
"All","Suffolk",2
"All","Warwick",2
"All","York",2
"All","William Stafford",1
"Beadle","Buckingham",1
"Beadle","Cardinal",1
"Beadle","Gloucester",1
"Beadle","King Henry Vi",1
"Beadle","Mayor",1
"Beadle","Queen Margaret",1
"Beadle","Simpcox",1
"Beadle","Suffolk",1
"Beadle","Townsman",1
"Beadle","Wife",1
"Bevis","Cade",2
"Bevis","Clerk",2
"Bevis","Dick",2
"Bevis","Holland",2
"Bevis","Messenger",1
"Bevis","Michael",1
"Bevis","Say",1
"Bevis","Sir Humphrey",1
"Bevis","Smith",2
"Bevis","William Stafford",1
"Bolingbroke","Buckingham",1
"Bolingbroke","Duchess",1
"Bolingbroke","Hume",1
"Bolingbroke","Margaret Jourdain",1
"Bolingbroke","Spirit",1
"Bolingbroke","York",1
"Buckingham","Cade",1
"Buckingham","Cardinal",4
"Buckingham","Clifford",3
"Buckingham","Duchess",2
"Buckingham","Edward",1
"Buckingham","First Petitioner",1
"Buckingham","Gloucester",4
"Buckingham","Horner",1
"Buckingham","Hume",1
"Buckingham","Iden",1
"Buckingham","King Henry Vi",7
"Buckingham","Margaret Jourdain",1
"Buckingham","Mayor",1
"Buckingham","Messenger",2
"Buckingham","Peter",1
"Buckingham","Queen Margaret",6
"Buckingham","Richard",1
"Buckingham","Salisbury",3
"Buckingham","Say",1
"Buckingham","Second Petitioner",1
"Buckingham","Simpcox",1
"Buckingham","Somerset",5
"Buckingham","Spirit",1
"Buckingham","Suffolk",4
"Buckingham","Townsman",1
"Buckingham","Warwick",3
"Buckingham","Wife",1
"Buckingham","York",5
"Buckingham","Young Clifford",1
"Buckingham","Post",1
"Cade","Clerk",2
"Cade","Clifford",1
"Cade","Dick",4
"Cade","Holland",2
"Cade","Iden",1
"Cade","Messenger",1
"Cade","Michael",1
"Cade","Say",1
"Cade","Sir Humphrey",1
"Cade","Smith",3
"Cade","Soldier",1
"Cade","William Stafford",1
"Captain","First Gentleman",1
"Captain","Master",1
"Captain","Second Gentleman",1
"Captain","Suffolk",1
"Captain","Whitmore",1
"Cardinal","Commons",1
"Cardinal","Duchess",1
"Cardinal","First Murder",1
"Cardinal","First Murderer",1
"Cardinal","First Petitioner",1
"Cardinal","Gloucester",4
"Cardinal","Horner",1
"Cardinal","King Henry Vi",6
"Cardinal","Mayor",1
"Cardinal","Peter",1
"Cardinal","Queen Margaret",5
"Cardinal","Salisbury",4
"Cardinal","Second Murderer",1
"Cardinal","Second Petitioner",1
"Cardinal","Simpcox",1
"Cardinal","Somerset",4
"Cardinal","Suffolk",5
"Cardinal","Townsman",1
"Cardinal","Warwick",4
"Cardinal","Wife",1
"Cardinal","York",3
"Cardinal","Post",1
"Cardinal","Vaux",1
"Clerk","Dick",2
"Clerk","Holland",2
"Clerk","Michael",2
"Clerk","Sir Humphrey",2
"Clerk","Smith",2
"Clerk","William Stafford",2
"Clifford","Edward",1
"Clifford","Iden",1
"Clifford","King Henry Vi",3
"Clifford","Messenger",1
"Clifford","Queen Margaret",2
"Clifford","Richard",2
"Clifford","Salisbury",1
"Clifford","Somerset",2
"Clifford","Warwick",2
"Clifford","York",2
"Clifford","Young Clifford",2
"Commons","First Murder",1
"Commons","First Murderer",1
"Commons","King Henry Vi",1
"Commons","Queen Margaret",1
"Commons","Salisbury",1
"Commons","Second Murderer",1
"Commons","Somerset",1
"Commons","Suffolk",1
"Commons","Warwick",1
"Commons","Vaux",1
"Dick","Holland",2
"Dick","Messenger",1
"Dick","Michael",1
"Dick","Say",1
"Dick","Sir Humphrey",1
"Dick","Smith",3
"Dick","Soldier",1
"Dick","William Stafford",1
"Duchess","First Neighbour",1
"Duchess","First Petitioner",1
