"from","to","weight"
"Bona","King Lewis Xi",1
"Bona","Oxford",1
"Bona","Post",1
"Bona","Prince Edward",1
"Bona","Queen Margaret",1
"Bona","Warwick",1
"Clarence","Edward",1
"Clarence","Exeter",1
"Clarence","First Messenger",1
"Clarence","Gloucester",7
"Clarence","Hastings",1
"Clarence","King Edward Iv",7
"Clarence","King Henry Vi",2
"Clarence","Lady Grey",1
"Clarence","Lieutenant",1
"Clarence","Montague",3
"Clarence","Oxford",4
"Clarence","Post",2
"Clarence","Prince Edward",1
"Clarence","Queen Elizabeth",2
"Clarence","Queen Margaret",1
"Clarence","Second Messenger",1
"Clarence","Somerset",4
"Clarence","Warwick",4
"Clarence","Nobleman",1
"Clifford","Edward",3
"Clifford","Exeter",1
"Clifford","George",2
"Clifford","King Henry Vi",2
"Clifford","Messenger",1
"Clifford","Montague",1
"Clifford","Norfolk",1
"Clifford","Northumberland",3
"Clifford","Prince",1
"Clifford","Prince Edward",2
"Clifford","Queen Margaret",3
"Clifford","Richard",4
"Clifford","Rutland",1
"Clifford","Warwick",3
"Clifford","Westmoreland",1
"Clifford","York",2
"Clifford","Tutor",1
"Edward","Exeter",1
"Edward","First Messenger",1
"Edward","George",3
"Edward","Gloucester",1
"Edward","King Edward Iv",1
"Edward","King Henry Vi",2
"Edward","Messenger",3
"Edward","Montague",3
"Edward","Norfolk",1
"Edward","Northumberland",2
"Edward","Oxford",1
"Edward","Prince",1
"Edward","Prince Edward",2
"Edward","Queen Margaret",2
"Edward","Richard",6
"Edward","Second Messenger",1
"Edward","Somerset",1
"Edward","Warwick",6
"Edward","Westmoreland",1
"Edward","York",2
"Edward","John Mortimer",1
"Exeter","Father",1
"Exeter","Gloucester",1
"Exeter","King Edward Iv",1
"Exeter","King Henry Vi",3
"Exeter","Montague",2
"Exeter","Norfolk",1
"Exeter","Northumberland",1
"Exeter","Oxford",1
"Exeter","Prince Edward",2
"Exeter","Queen Margaret",2
"Exeter","Richard",1
"Exeter","Son",1
"Exeter","Warwick",2
"Exeter","Westmoreland",1
"Exeter","York",1
"Father","King Henry Vi",1
"Father","Prince Edward",1
"Father","Queen Margaret",1
"Father","Son",1
"First Keeper","King Henry Vi",1
"First Keeper","Second Keeper",1
"First Messenger","Gloucester",1
"First Messenger","King Edward Iv",1
"First Messenger","Montague",1
"First Messenger","Oxford",1
"First Messenger","Second Messenger",1
"First Messenger","Somerset",1
"First Messenger","Warwick",1
"First Watchman","King Edward Iv",1
"First Watchman","Oxford",1
"First Watchman","Second Watchman",1
"First Watchman","Somerset",1
"First Watchman","Third Watchman",1
"First Watchman","Warwick",1
"George","King Henry Vi",1
"George","Messenger",1
"George","Northumberland",1
"George","Prince",1
"George","Prince Edward",1
"George","Queen Margaret",1
"George","Richard",3
"George","Warwick",3
"Gloucester","Hastings",3
"Gloucester","Huntsman",1
"Gloucester","King Edward Iv",9
"Gloucester","King Henry Vi",2
"Gloucester","Lady Grey",1
"Gloucester","Mayor",1
"Gloucester","Montague",4
"Gloucester","Oxford",3
"Gloucester","Post",1
"Gloucester","Prince Edward",1
"Gloucester","Queen Elizabeth",2
"Gloucester","Queen Margaret",1
"Gloucester","Second Messenger",1
"Gloucester","Soldier",1
"Gloucester","Somerset",3
"Gloucester","Warwick",2
"Gloucester","Nobleman",1
"Gloucester","All",1
"Hastings","Huntsman",1
"Hastings","King Edward Iv",3
"Hastings","Mayor",1
"Hastings","Montague",2
"Hastings","Post",1
"Hastings","Queen Elizabeth",1
"Hastings","Soldier",1
"Hastings","Somerset",1
