"from","to","weight"
"R2-D2","PADME",11
"R2-D2","QUI-GON",14
"R2-D2","ANAKIN",16
"R2-D2","WATTO",3
"R2-D2","C-3PO",2
"R2-D2","KITSTER",2
"QUI-GON","NUTE GUNRAY",1
"PK-4","TC-14",1
"TC-14","OBI-WAN",1
"QUI-GON","TC-14",1
"QUI-GON","OBI-WAN",26
"NUTE GUNRAY","TC-14",1
"NUTE GUNRAY","DOFINE",1
"TC-14","DOFINE",1
"NUTE GUNRAY","RUNE",8
"RUNE","TEY HOW",2
"NUTE GUNRAY","TEY HOW",1
"EMPEROR","CAPTAIN PANAKA",3
"EMPEROR","SIO BIBBLE",1
"CAPTAIN PANAKA","SIO BIBBLE",3
"QUI-GON","JAR JAR",22
"OBI-WAN","JAR JAR",12
"JAR JAR","TARPALS",2
"QUI-GON","BOSS NASS",2
"OBI-WAN","BOSS NASS",2
"JAR JAR","BOSS NASS",2
"NUTE GUNRAY","EMPEROR",5
"RUNE","EMPEROR",3
"NUTE GUNRAY","SIO BIBBLE",2
"SIO BIBBLE","JAR JAR",1
"CAPTAIN PANAKA","JAR JAR",7
"QUI-GON","SIO BIBBLE",2
"QUI-GON","CAPTAIN PANAKA",9
"CAPTAIN PANAKA","PADME",7
"QUI-GON","PADME",16
"SIO BIBBLE","PADME",1
"OBI-WAN","CAPTAIN PANAKA",7
"OBI-WAN","RIC OLIE",3
"JAR JAR","RIC OLIE",1
"QUI-GON","RIC OLIE",2
"CAPTAIN PANAKA","RIC OLIE",2
"JAR JAR","PADME",9
"QUI-GON","WATTO",6
"WATTO","ANAKIN",4
"PADME","WATTO",3
"QUI-GON","ANAKIN",22
"PADME","ANAKIN",16
"JAR JAR","SEBULBA",2
"ANAKIN","SEBULBA",2
"QUI-GON","SEBULBA",2
"PADME","SEBULBA",2
"JAR JAR","ANAKIN",8
"ANAKIN","JIRA",2
"QUI-GON","JIRA",2
"PADME","JIRA",1
"ANAKIN","SHMI",7
"JAR JAR","SHMI",3
"QUI-GON","SHMI",8
"PADME","SHMI",5
"ANAKIN","C-3PO",3
"PADME","C-3PO",2
"OBI-WAN","SIO BIBBLE",1
"EMPEROR","DARTH MAUL",3
"ANAKIN","KITSTER",3
"ANAKIN","WALD",2
"KITSTER","WALD",1
"JAR JAR","KITSTER",1
"QUI-GON","KITSTER",2
"JAR JAR","WALD",1
"QUI-GON","WALD",2
"OBI-WAN","ANAKIN",5
"OBI-WAN","SHMI",1
"WATTO","C-3PO",1
"WATTO","KITSTER",1
"QUI-GON","C-3PO",1
"C-3PO","KITSTER",1
"PADME","KITSTER",1
"FODE/BEED","JABBA",1
"SHMI","JABBA",1
"SEBULBA","SHMI",1
"ANAKIN","JABBA",1
"JAR JAR","JABBA",1
"PADME","JABBA",1
"SEBULBA","JABBA",1
"QUI-GON","JABBA",1
"JAR JAR","FODE/BEED",2
"PADME","FODE/BEED",1
"QUI-GON","GREEDO",1
"ANAKIN","GREEDO",1
"WALD","GREEDO",1
"SHMI","KITSTER",1
"CAPTAIN PANAKA","ANAKIN",2
"RIC OLIE","ANAKIN",4
"EMPEROR","VALORUM",2
"EMPEROR","JAR JAR",2
"QUI-GON","EMPEROR",1
"JAR JAR","VALORUM",1
"QUI-GON","VALORUM",1
"QUI-GON","MACE WINDU",2
"QUI-GON","KI-ADI-MUNDI",2
"QUI-GON","YODA",2
"QUI-GON","RABE",1
"MACE WINDU","KI-ADI-MUNDI",3
"MACE WINDU","YODA",4
"ANAKIN","MACE WINDU",3
"MACE WINDU","RABE",1
"KI-ADI-MUNDI","YODA",3
"ANAKIN","KI-ADI-MUNDI",2
"KI-ADI-MUNDI","RABE",1
"ANAKIN","YODA",3
"YODA","RABE",1
"ANAKIN","RABE",1
"EMPEROR","BAIL ORGANA",1
"VALORUM","BAIL ORGANA",1
"OBI-WAN","YODA",3
"OBI-WAN","MACE WINDU",2
"OBI-WAN","KI-ADI-MUNDI",1
"BOSS NASS","PADME",2
"NUTE GUNRAY","DARTH MAUL",3
"BOSS NASS","ANAKIN",1
"CAPTAIN PANAKA","BOSS NASS",1
"OBI-WAN","PADME",1
"EMPEROR","GENERAL CEEL",1
"NUTE GUNRAY","GENERAL CEEL",1
"DARTH MAUL","GENERAL CEEL",1
"RUNE","DARTH MAUL",1
"RIC OLIE","BRAVO TWO",4
"ANAKIN","BRAVO TWO",2
"JAR JAR","GENERAL CEEL",1
"NUTE GUNRAY","PADME",1
"DOFINE","TEY HOW",1
"BRAVO TWO","BRAVO THREE",2
"RIC OLIE","BRAVO THREE",2
"ANAKIN","BRAVO THREE",1
"EMPEROR","PADME",1
