"from","to","weight"
"R2-D2","EMPEROR",2
"R2-D2","OBI-WAN",12
"R2-D2","ANAKIN",9
"R2-D2","C-3PO",5
"R2-D2","BAIL ORGANA",4
"R2-D2","PADME",4
"R2-D2","YODA",1
"R2-D2","CAPTAIN ANTILLES",1
"ANAKIN","OBI-WAN",28
"OBI-WAN","ODD BALL",2
"ANAKIN","ODD BALL",2
"OBI-WAN","EMPEROR",4
"OBI-WAN","COUNT DOOKU",1
"ANAKIN","EMPEROR",14
"ANAKIN","COUNT DOOKU",1
"EMPEROR","COUNT DOOKU",1
"OBI-WAN","GENERAL GRIEVOUS",2
"ANAKIN","GENERAL GRIEVOUS",1
"ANAKIN","BAIL ORGANA",2
"ANAKIN","C-3PO",4
"OBI-WAN","BAIL ORGANA",7
"OBI-WAN","C-3PO",3
"EMPEROR","BAIL ORGANA",3
"EMPEROR","C-3PO",2
"BAIL ORGANA","C-3PO",3
"BAIL ORGANA","PADME",5
"ANAKIN","PADME",9
"ANAKIN","YODA",5
"BAIL ORGANA","FANG ZAR",2
"BAIL ORGANA","MON MOTHMA",2
"BAIL ORGANA","GIDDEAN DANU",1
"PADME","FANG ZAR",2
"FANG ZAR","MON MOTHMA",2
"FANG ZAR","GIDDEAN DANU",1
"PADME","MON MOTHMA",2
"PADME","GIDDEAN DANU",1
"MON MOTHMA","GIDDEAN DANU",1
"ANAKIN","MACE WINDU",5
"YODA","MACE WINDU",4
"OBI-WAN","MACE WINDU",3
"OBI-WAN","YODA",11
"PADME","CAPTAIN TYPHO",2
"C-3PO","PADME",5
"C-3PO","CAPTAIN TYPHO",2
"ANAKIN","CAPTAIN TYPHO",1
"YODA","CLONE COMMANDER GREE",1
"OBI-WAN","PADME",6
"OBI-WAN","CLONE COMMANDER CODY",2
"ANAKIN","JAR JAR",1
"EMPEROR","JAR JAR",1
"OBI-WAN","TION MEDON",1
"GENERAL GRIEVOUS","NUTE GUNRAY",1
"EMPEROR","PADME",4
"ANAKIN","CLONE COMMANDER CODY",1
"MACE WINDU","CLONE COMMANDER CODY",1
"YODA","CLONE COMMANDER CODY",1
"EMPEROR","MACE WINDU",1
"BAIL ORGANA","CAPTAIN ANTILLES",2
"BAIL ORGANA","YODA",6
"EMPEROR","NUTE GUNRAY",1
"YODA","QUI-GON",1
"BAIL ORGANA","QUI-GON",1
"C-3PO","YODA",1
"EMPEROR","DARTH VADER",1
"C-3PO","CAPTAIN ANTILLES",1
