"from","to","weight"
"R2-D2","CHEWBACCA",3
"R2-D2","C-3PO",17
"R2-D2","BERU",1
"R2-D2","LUKE",14
"R2-D2","OWEN",1
"R2-D2","OBI-WAN",4
"R2-D2","LEIA",5
"R2-D2","BIGGS",1
"R2-D2","HAN",6
"CHEWBACCA","OBI-WAN",4
"CHEWBACCA","C-3PO",4
"CHEWBACCA","LUKE",14
"CHEWBACCA","HAN",19
"CHEWBACCA","LEIA",8
"LUKE","CAMIE",2
"CAMIE","BIGGS",2
"LUKE","BIGGS",4
"DARTH VADER","LEIA",1
"LUKE","BERU",3
"BERU","OWEN",3
"C-3PO","BERU",2
"LUKE","OWEN",3
"C-3PO","LUKE",18
"C-3PO","OWEN",2
"C-3PO","LEIA",6
"LUKE","LEIA",17
"LEIA","BERU",1
"LUKE","OBI-WAN",19
"C-3PO","OBI-WAN",6
"LEIA","OBI-WAN",1
"MOTTI","TARKIN",2
"DARTH VADER","MOTTI",1
"DARTH VADER","TARKIN",7
"OBI-WAN","HAN",9
"LUKE","HAN",26
"HAN","GREEDO",1
"HAN","JABBA",1
"C-3PO","HAN",6
"LEIA","MOTTI",1
"LEIA","TARKIN",1
"LEIA","HAN",13
"DARTH VADER","OBI-WAN",1
"DODONNA","GOLD LEADER",1
"DODONNA","WEDGE",1
"LUKE","DODONNA",1
"GOLD LEADER","WEDGE",1
"LUKE","GOLD LEADER",1
"LUKE","WEDGE",2
"BIGGS","LEIA",1
"LEIA","RED LEADER",1
"LUKE","RED LEADER",3
"BIGGS","RED LEADER",3
"C-3PO","BIGGS",1
"C-3PO","RED LEADER",1
"WEDGE","RED LEADER",3
"GOLD LEADER","RED LEADER",1
"BIGGS","WEDGE",2
"RED LEADER","RED TEN",1
"BIGGS","GOLD LEADER",1
"LUKE","RED TEN",1
