"from","to","weight"
"R2-D2","CHEWBACCA",8
"R2-D2","C-3PO",14
"R2-D2","LANDO",2
"R2-D2","JABBA",2
"R2-D2","LUKE",8
"R2-D2","HAN",9
"R2-D2","LEIA",12
"R2-D2","MON MOTHMA",1
"CHEWBACCA","C-3PO",13
"CHEWBACCA","LANDO",6
"CHEWBACCA","HAN",20
"CHEWBACCA","LUKE",10
"CHEWBACCA","LEIA",14
"CHEWBACCA","MON MOTHMA",1
"JERJERROD","DARTH VADER",1
"C-3PO","BIB FORTUNA",2
"C-3PO","JABBA",3
"C-3PO","LUKE",10
"JABBA","LUKE",2
"JABBA","BOUSHH",1
"C-3PO","BOUSHH",2
"BOUSHH","HAN",1
"BOUSHH","LEIA",1
"HAN","LEIA",18
"C-3PO","HAN",18
"C-3PO","LEIA",15
"BIB FORTUNA","LUKE",1
"BIB FORTUNA","JABBA",1
"LUKE","HAN",13
"LUKE","LEIA",8
"LUKE","LANDO",4
"HAN","LANDO",5
"LEIA","LANDO",2
"DARTH VADER","EMPEROR",5
"LUKE","YODA",1
"LUKE","OBI-WAN",1
"HAN","MON MOTHMA",1
"HAN","ADMIRAL ACKBAR",1
"LANDO","MON MOTHMA",1
"LANDO","ADMIRAL ACKBAR",5
"C-3PO","LANDO",1
"MON MOTHMA","ADMIRAL ACKBAR",1
"C-3PO","MON MOTHMA",1
"LEIA","MON MOTHMA",1
"LUKE","MON MOTHMA",1
"C-3PO","ADMIRAL ACKBAR",1
"LEIA","ADMIRAL ACKBAR",1
"LUKE","ADMIRAL ACKBAR",1
"DARTH VADER","PIETT",1
"DARTH VADER","LUKE",5
"LUKE","EMPEROR",3
"LANDO","WEDGE",6
"ADMIRAL ACKBAR","WEDGE",1
"DARTH VADER","ANAKIN",1
"LUKE","ANAKIN",1
