"from","to","weight"
"R2-D2","CHEWBACCA",1
"R2-D2","BB-8",2
"CHEWBACCA","BB-8",9
"R2-D2","C-3PO",2
"CHEWBACCA","FINN",20
"CHEWBACCA","REY",13
"CHEWBACCA","HAN",24
"CHEWBACCA","BALA-TIK",1
"CHEWBACCA","MAZ",2
"CHEWBACCA","POE",2
"CHEWBACCA","KYLO REN",3
"CHEWBACCA","C-3PO",2
"CHEWBACCA","LEIA",3
"CHEWBACCA","CAPTAIN PHASMA",1
"BB-8","POE",8
"BB-8","LOR SAN TEKKA",2
"BB-8","REY",17
"BB-8","UNKAR PLUTT",1
"BB-8","FINN",15
"BB-8","HAN",10
"BB-8","BALA-TIK",1
"BB-8","MAZ",3
"BB-8","LEIA",3
"BB-8","C-3PO",5
"LOR SAN TEKKA","POE",3
"LOR SAN TEKKA","KYLO REN",1
"POE","KYLO REN",2
"KYLO REN","CAPTAIN PHASMA",1
"LOR SAN TEKKA","CAPTAIN PHASMA",1
"POE","CAPTAIN PHASMA",1
"CAPTAIN PHASMA","FINN",3
"KYLO REN","GENERAL HUX",5
"UNKAR PLUTT","REY",2
"POE","FINN",11
"GENERAL HUX","LIEUTENANT MITAKA",1
"KYLO REN","LIEUTENANT MITAKA",2
"CAPTAIN PHASMA","GENERAL HUX",1
"FINN","REY",29
"REY","HAN",17
"FINN","HAN",23
"HAN","BALA-TIK",2
"REY","BALA-TIK",1
"FINN","BALA-TIK",1
"GENERAL HUX","SNOKE",3
"KYLO REN","SNOKE",2
"HAN","MAZ",4
"FINN","MAZ",2
"REY","MAZ",2
"POE","HAN",2
"HAN","C-3PO",3
"C-3PO","LEIA",5
"HAN","LEIA",5
"POE","LEIA",3
"FINN","LEIA",3
"KYLO REN","REY",4
"POE","SNAP",2
"POE","ADMIRAL ACKBAR",1
"POE","C-3PO",2
"POE","ADMIRAL STATURA",1
"HAN","SNAP",1
"SNAP","ADMIRAL ACKBAR",1
"FINN","SNAP",1
"LEIA","SNAP",1
"C-3PO","SNAP",1
"SNAP","ADMIRAL STATURA",1
"HAN","ADMIRAL ACKBAR",1
"HAN","ADMIRAL STATURA",1
"FINN","ADMIRAL ACKBAR",1
"LEIA","ADMIRAL ACKBAR",1
"C-3PO","ADMIRAL ACKBAR",1
"ADMIRAL ACKBAR","ADMIRAL STATURA",1
"FINN","C-3PO",1
"FINN","ADMIRAL STATURA",1
"LEIA","ADMIRAL STATURA",2
"C-3PO","ADMIRAL STATURA",2
"CAPTAIN PHASMA","HAN",2
"GENERAL HUX","COLONEL DATOO",1
"POE","ELLO ASTY",3
"SNAP","JESS",1
"KYLO REN","HAN",3
"KYLO REN","FINN",2
"JESS","NIV LEK",2
"YOLO ZIFF","NIV LEK",1
"POE","NIV LEK",2
"ELLO ASTY","NIV LEK",2
"YOLO ZIFF","JESS",1
"POE","JESS",2
"ELLO ASTY","JESS",2
"POE","YOLO ZIFF",1
"YOLO ZIFF","ELLO ASTY",1
"REY","LEIA",1
"LUKE","REY",1
