"from","to","weight"
"R2-D2","CHEWBACCA",5
"R2-D2","C-3PO",10
"R2-D2","LUKE",7
"R2-D2","HAN",4
"R2-D2","LEIA",5
"R2-D2","LANDO",1
"CHEWBACCA","HAN",19
"CHEWBACCA","C-3PO",21
"CHEWBACCA","LUKE",5
"CHEWBACCA","LEIA",19
"CHEWBACCA","RIEEKAN",1
"CHEWBACCA","LANDO",9
"CHEWBACCA","DARTH VADER",1
"CHEWBACCA","BOBA FETT",1
"LUKE","HAN",4
"HAN","RIEEKAN",3
"RIEEKAN","LEIA",4
"HAN","LEIA",33
"HAN","C-3PO",27
"C-3PO","DERLIN",1
"LUKE","OBI-WAN",2
"HAN","OBI-WAN",1
"HAN","ZEV",1
"LUKE","C-3PO",1
"LEIA","C-3PO",23
"LUKE","LEIA",1
"RIEEKAN","C-3PO",1
"PIETT","OZZEL",2
"PIETT","DARTH VADER",7
"OZZEL","DARTH VADER",2
"LEIA","DERLIN",1
"LUKE","DACK",3
"LUKE","WEDGE",2
"WEDGE","JANSON",2
"LUKE","ZEV",1
"DARTH VADER","NEEDA",1
"PIETT","NEEDA",1
"DARTH VADER","EMPEROR",1
"LUKE","YODA",5
"PIETT","BOBA FETT",1
"DARTH VADER","BOBA FETT",3
"HAN","LANDO",7
"LEIA","LANDO",10
"C-3PO","LANDO",7
"OBI-WAN","YODA",1
"DARTH VADER","LANDO",4
"HAN","DARTH VADER",2
"BOBA FETT","LANDO",2
"C-3PO","BOBA FETT",1
"C-3PO","DARTH VADER",1
"HAN","BOBA FETT",1
"LEIA","BOBA FETT",1
"LEIA","DARTH VADER",1
"LUKE","DARTH VADER",2
"LUKE","LANDO",2
