"from","to","weight"
"Cersei","Tyrion",177
"Daenerys","Jorah",119
"Arya","Jaqen",113
"Davos","Stannis",111
"Jon","Ygritte",110
"Robb","Talisa",108
"Arya","Tywin",103
"Tyrion","Varys",103
"Tyrion","Shae",95
"Tyrion","Bronn",87
"Theon","Yara",87
"Robb","Catelyn",82
"Daenerys","Xaro",80
"Tyrion","Joffrey",79
"Arya","Gendry",78
"Cersei","Sansa",73
"Jon","Qhorin",71
"Shae","Sansa",60
"Theon","Balon",59
"Daenerys","Spice King",58
"Davos","Matthos",57
"Melisandre","Stannis",57
"Bran","Osha",56
"Joffrey","Sansa",56
"Catelyn","Brienne",54
"Cersei","Joffrey",50
"Brienne","Jaime",49
"Tyrion","Pycelle",49
"Theon","Dagmer",48
"Joffrey","Hound",48
"Theon","Maester Luwin",48
"Theon","Bran",47
"Alton","Jaime",46
"Arya","Hot Pie",43
"Davos","Melisandre",40
"Sansa","Hound",40
"Renly","Stannis",40
"Tyrion","Janos",39
"Jon","Sam",39
"Tyrion","Loras",38
"Jon","Jeor",37
"Tyrion","Lancel",37
"Tyrion","Podrick",37
"Theon","Osha",36
"Renly","Margaery",35
"Eddison Tollett","Sam",34
"Grenn","Sam",34
"Robb","Roose Bolton",34
"Tyrion","Littlefinger",33
"Bran","Rickon",32
"Brienne","Renly",31
"Daenerys","Kovarro",31
"Robb","Jaime",31
"Catelyn","Renly",30
"Bran","Maester Luwin",29
"Jeor","Craster",29
"Tyrion","Hound",29
"Bran","Hodor",28
"Gendry","Hot Pie",28
"Littlefinger","Tywin",28
"Margaery","Littlefinger",28
"Qhorin","Ygritte",28
"Cersei","Littlefinger",27
"Davos","Salladhor",27
"Eddison Tollett","Grenn",27
"Catelyn","Jaime",25
"Cersei","Tommen",25
"Tyrion","Sansa",25
"Catelyn","Littlefinger",24
"Cersei","Lancel",24
"Gilly","Sam",24
"Renly","Loras",24
"Daenerys","Pyatt Pree",23
"Loras","Margaery",23
"Theon","Rodrik",23
"Robb","Alton",22
"Osha","Hodor",22
"Ros","Varys",22
"Theon","Black Lorren",21
"Cersei","Shae",21
"Matthos","Stannis",21
"Robb","Theon",21
"Arya","Yoren",20
"Daenerys","Doreah",20
"Renly","Littlefinger",20
"Spice King","Xaro",20
"Tyrion","Stannis",20
"Bran","Rodrik",18
"Jorah","Quaithe",18
"Theon","Captains Daughter",17
"Catelyn","Rickard Karstark",17
"Cersei","Pycelle",17
"Jon","Craster",17
"Ros","Daisy",17
"Arya","Amory",16
"Arya","Rorge",16
"Davos","Cressen",16
"Hodor","Rickon",16
"Rattleshirt","Ygritte",16
"Balon","Yara",15
"Cersei","Tywin",15
"Daenerys","Irri",15
"Jorah","Kovarro",15
"Loras","Littlefinger",15
"Osha","Rickon",15
"Amory","Tywin",14
"Maester Luwin","Osha",14
"Matthos","Salladhor",14
"Bronn","Hound",13
"Catelyn","Stannis",13
"Cersei","Jaime",13
"Joffrey","Dontos",13
"Doreah","Xaro",13
"Tyrion","Haylene",13
"Jeor","Qhorin",13
