"id","name","n","m","directed"
1,"1",81,412,FALSE
2,"2",81,412,FALSE
3,"3",81,412,FALSE
4,"4",81,412,FALSE
5,"5",81,412,FALSE
6,"6",81,412,FALSE
7,"7",81,412,FALSE
8,"8",81,412,FALSE
9,"9",81,412,FALSE
10,"10",81,412,FALSE
11,"11",81,412,FALSE
12,"12",81,412,FALSE
13,"13",81,412,FALSE
14,"14",81,412,FALSE
15,"15",81,412,FALSE
16,"16",81,412,FALSE
17,"17",81,412,FALSE
18,"18",81,412,FALSE
19,"19",81,412,FALSE
20,"20",81,412,FALSE
21,"21",81,412,FALSE
22,"22",81,412,FALSE
23,"23",81,412,FALSE
24,"24",81,412,FALSE
25,"25",81,412,FALSE
26,"26",81,412,FALSE
27,"27",81,412,FALSE
28,"28",81,412,FALSE
29,"29",81,412,FALSE
30,"30",81,412,FALSE
31,"31",81,412,FALSE
32,"32",81,412,FALSE
33,"33",81,412,FALSE
34,"34",81,412,FALSE
35,"35",81,412,FALSE
36,"36",81,412,FALSE
37,"37",81,412,FALSE
38,"38",81,412,FALSE
39,"39",81,412,FALSE
40,"40",81,412,FALSE
41,"41",81,412,FALSE
42,"42",81,412,FALSE
43,"43",81,412,FALSE
44,"44",81,412,FALSE
45,"45",81,412,FALSE
46,"46",81,412,FALSE
47,"47",81,412,FALSE
48,"48",81,412,FALSE
49,"49",81,412,FALSE
50,"50",81,412,FALSE
51,"51",81,412,FALSE
52,"52",81,412,FALSE
53,"53",81,412,FALSE
54,"54",81,412,FALSE
55,"55",81,412,FALSE
56,"56",81,412,FALSE
57,"57",81,412,FALSE
58,"58",81,412,FALSE
59,"59",81,412,FALSE
60,"60",81,412,FALSE
61,"61",81,412,FALSE
62,"62",81,412,FALSE
63,"63",81,412,FALSE
64,"64",81,412,FALSE
65,"65",81,412,FALSE
66,"66",81,412,FALSE
67,"67",81,412,FALSE
68,"68",81,412,FALSE
69,"69",81,412,FALSE
70,"70",81,412,FALSE
71,"71",81,412,FALSE
72,"72",81,412,FALSE
73,"73",81,412,FALSE
74,"74",81,412,FALSE
75,"75",81,412,FALSE
76,"76",81,412,FALSE
77,"77",81,412,FALSE
78,"78",81,412,FALSE
79,"79",81,412,FALSE
80,"80",81,412,FALSE
81,"81",81,412,FALSE
