"from","to","weight"
"Arya","Hound",162
"Jaime","Tyrion",147
"Jaime","Cersei",131
"Daenerys","Jorah",106
"Cersei","Tywin",104
"Littlefinger","Sansa",96
"Tyrion","Tywin",94
"Jon","Sam",89
"Lysa","Sansa",88
"Tyrion","Bronn",86
"Jaime","Tywin",83
"Tyrion","Podrick",80
"Gilly","Sam",79
"Oberyn","Tywin",79
"Podrick","Brienne",78
"Tyrion","Oberyn",78
"Tyrion","Shae",78
"Jon","Alliser Thorne",68
"Tyrion","Joffrey",64
"Daenerys","Missandei",63
"Ramsay","Theon",63
"Cersei","Oberyn",57
"Littlefinger","Lysa",55
"Daenerys","Daario",54
"Jon","Grenn",52
"Davos","Stannis",51
"Grey Worm","Missandei",50
"Jon","Mance",50
"Oberyn","Ellaria",48
"Bran","Meera",47
"Margaery","Olenna",46
"Tyrion","Sansa",46
"Sansa","Robin",45
"Bran","Hodor",44
"Jojen","Meera",44
"Cersei","Tyrion",43
"Cersei","Joffrey",43
"Tommen","Tywin",43
"Bran","Jojen",42
"Jon","Dolorous Edd",41
"Jaime","Brienne",40
"Jon","Janos",39
"Ramsay","Roose Bolton",39
"Cersei","Margaery",38
"Arya","Brienne",36
"Joffrey","Margaery",36
"Melisandre","Selyse",36
"Jon","Tormund",35
"Barristan","Jorah",34
"Oberyn","Varys",34
"Pyp","Sam",34
"Daenerys","Barristan",32
"Styr","Ygritte",32
"Grenn","Dolorous Edd",31
"Jaime","Joffrey",31
"Sansa","Dontos",30
"Joffrey","Tywin",30
"Littlefinger","Yohn Royce",30
"Jaime","Bronn",29
"Hound","Polliver",29
"Margaery","Tommen",29
"Tormund","Ygritte",29
"Cersei","Pycelle",28
"Davos","Shireen",27
"Tyrion","Varys",27
"Alliser Thorne","Janos",26
"Daenerys","Grey Worm",26
"Maester Aemon","Sam",26
"Cersei","Tommen",25
"Joffrey","Sansa",25
"Daenerys","Hizdahr",24
"Gilly","Moles Town Whore",24
"Melisandre","Shireen",24
"Brienne","Hot Pie",23
"Brienne","Hound",22
"Littlefinger","Anya Waynwood",21
"Jojen","Hodor",21
"Jon","Locke",21
"Littlefinger","Robin",21
"Mace","Tywin",21
"Oberyn","Olyvar",21
"Selyse","Stannis",21
"Hound","Farmer Hamlet",20
"Gilly","Little Sam",20
"Hodor","Meera",20
"Styr","Tormund",20
"Theon","Yara",20
"Arya","Polliver",19
"Cersei","Qyburn",18
"Davos","Tycho",18
"Ellaria","Olyvar",18
"Oberyn","Morgan",18
"Oberyn","Mountain",18
"Theon","Ralf",18
"Shae","Tywin",18
"Tywin","Varys",18
"Arya","Ternesio Terys",17
"Jon","Ygritte",17
"Karl Tanner","Meera",17
"Little Sam","Sam",17
"Lysa","Robin",17
"Ramsay","Myranda",17
"Shae","Sansa",17
"Stannis","Tycho",17
"Cersei","Varys",16
"Grenn","Sam",16
"Tywin","Pycelle",16
"Daenerys","Fennesz",15
"Ramsay","Tansy",15
"Sansa","Yohn Royce",15
"Jon","Bran",14
"Cersei","Brienne",14
"Daario","Grey Worm",14
"Davos","Salladhor",14
"Oberyn","Elia",14
"Grenn","Locke",14
"Jaime","Loras",14
"Jojen","Karl Tanner",14
"Jon","Olly",14
"Tyrion","Mace",14
"Oberyn","Mace",14
"Tywin","Olenna",14
"Theon","Roose Bolton",14
"Alliser Thorne","Grenn",13
"Arya","Farmer Hamlet",13
"Barristan","Missandei",13
"Bran","Locke",13
"Cersei","Mountain",13
"Cersei","Mace",13
"Grenn","Janos",13
"Jaime","Tommen",13
"Jaime","Podrick",13
"Joffrey","Tommen",13
"Karl Tanner","Rast",13
"Brienne","Margaery",12
"Hound","Dying Man",12
"Jaime","Oberyn",12
"Jon","Stannis",12
"Stannis","Mance",12
"Pycelle","Qyburn",12
"Tyrion","Tommen",12
"Alliser Thorne","Maester Aemon",11
"Sansa","Anya Waynwood",11
"Grey Worm","Barristan",11
"Lysa","Catelyn",11
"Littlefinger","Dontos",11
"Tyrion","Ellaria",11
"Farmer Hamlet","Sally",11
"Jaime","Margaery",11
"Jon","Karl Tanner",11
"Jorah","Missandei",11
"Anya Waynwood","Yohn Royce",10
"Arya","Dying Man",10
"Daario","Jorah",10
"Karl Tanner","Sissy",10
"Morgan","Morgans Friend",10
"Styr","Olly",10
"Alliser Thorne","Sam",9
"Bran","Three Eyed Raven",9
"Bronn","Podrick",9
"Cersei","Sansa",9
"Jon","Craster",9
"Daario","Missandei",9
"Ellaria","Marei",9
"Ellaria","Tywin",9
"Grey Worm","Jorah",9
"Jaime","Sansa",9
"Janos","Sam",9
"Joffrey","Olenna",9
"Joffrey","Mace",9
"Jon","Maester Aemon",9
"Alliser Thorne","Pyp",8
"Balon Dwarf","Robb Dwarf",8
"Bronn","Oberyn",8
"Dolorous Edd","Sam",8
"Dolorous Edd","Janos",8
"Grenn","Donnel Hill",8
"Ellaria","Morgan",8
"Jaime","Mace",8
"Oberyn","Joffrey",8
"Jon","Morag",8
"Margaery","Loras",8
"Mace","Varys",8
"Tyrion","Margaery",8
"Oberyn","Morgans Friend",8
"Pycelle","Varys",8
"Sansa","Tywin",8
"Alliser Thorne","Locke",7
"Daario","Barristan",7
"Bolton Guard","Yara",7
"Bran","Karl Tanner",7
"Bran","Leaf",7
"Cersei","Ellaria",7
"Cersei","Shae",7
"Cersei","Loras",7
"Dolorous Edd","Craster",7
"Daenerys","Meereen Champion",7
"Jon","Davos",7
"Dolorous Edd","Pyp",7
"Dongo The Giant","Mag The Mighty",7
"Tyrion","Dornish Lord",7
"Jaime","Endrew",7
"Gilly","Pyp",7
"Grenn","Mag The Mighty",7
"Olly","Guymon",7
"Hizdahr","Hizdahrs Father",7
"Hodor","Locke",7
"Littlefinger","Joffrey",7
"Shae","Joffrey",7
"Jon","Sissy",7
"Jon","Pyp",7
"Tommen","Loras",7
"Tommen","Mace",7
"Margaery","Mace",7
"Oberyn","Marei",7
"Melisandre","Stannis",7
"Moles Town Madam","Sam",7
"Sansa","Ned",7
"Oberyn","Shae",7
"Oberyn","Pycelle",7
"Olly","Ygritte",7
"Olly","Sam",7
"Ramsay","Yara",7
"Renly Dwarf","Stannis Dwarf",7
"Stannis","Shireen",7
"Alliser Thorne","Othell Yarwyck",6
"Arya","Sally",6
"Theon","Balon",6
"Brienne","Sansa",6
"Brienne","Joffrey",6
"Brienne","Catelyn",6
"Sansa","Catelyn",6
"Cersei","Dontos",6
"Cersei","Myrcella",6
"Davos","Selyse",6
"Davos","Mance",6
"Joffrey","Dontos",6
"Elder Meereen Slave","Mossador",6
"First Mate","Yara",6
"Goatherd","Missandei",6
"Grenn","Pyp",6
"Grenn","Olly",6
"Lysa","Hound",6
"Joffrey","Hound",6
"Hound","Rorge",6
"Hound","Sally",6
"Jaime","Varys",6
"Joffrey Dwarf","Robb Dwarf",6
"Jon","Styr",6
"Lysa","Jon Arryn",6
"Tywin","Loras",6
"Marei","Olyvar",6
"Margaery","Sansa",6
"Margaery","Tywin",6
"Meera","Three Eyed Raven",6
"Tyrion","Meryn",6
"Morgan","Olyvar",6
"Mountain","Pycelle",6
"Mountain","Tywin",6
"Mountain","Qyburn",6
"Myranda","Tansy",6
"Oberyn","Tommen",6
"Tyrion","Orson",6
"Tyrion","Pycelle",6
"Tormund","Sam",6
"Theon","Tansy",6
"Alliser Thorne","Dolorous Edd",5
"Alliser Thorne","Tormund",5
"Tyrion","Brienne",5
"Brienne","Olenna",5
"Littlefinger","Catelyn",5
"Craster","Rast",5
"Karl Tanner","Craster",5
"Daenerys","Goatherd",5
"Davos","Melisandre",5
"Dolorous Edd","Locke",5
"Dolorous Edd","Morag",5
"Tyrion","Dontos",5
"Joffrey","Endrew",5
"Fennesz","Master Mighdal",5
"Theon","First Mate",5
"Grenn","Morag",5
"Tommen","High Septon",5
"Joffrey","High Septon",5
"Hizdahr","Manservant",5
"Podrick","Hot Pie",5
"Podrick","Hound",5
"Jaime","Shae",5
"Jaime","Qyburn",5
"Janos","Olly",5
"Joffrey","Pycelle",5
"Joffrey","Polliver",5
"Podrick","Joffrey",5
"Jon","Ned",5
"Lhara","Salladhor",5
"Olenna","Luthor",5
"Tyrion","Lysa",5
"Mace","Pycelle",5
"Sansa","Mace",5
"Shae","Mace",5
"Oberyn","Margaery",5
"Tyrion","Mountain",5
"Podrick","Oberyn",5
"Tyrion","Olenna",5
